	tag_info	osm_id	osm_title	description
1508	playground=climbingframe	Q21371	Item:Q21371	Climbing frame, also known as jungle gym, also as rope spider
1509	payment:discover_card	Q3923	Item:Q3923	
1510	building=school	Q6019	Item:Q6019	A generic school building.
1511	craft=distillery	Q5404	Item:Q5404	An establishment for distilling, especially for distilling alcoholic liquors.
1512	shop=chemist	Q5055	Item:Q5055	A shop selling articles of household cleaning products and personal hygiene.
1513	amenity=ticket_validator	Q6939	Item:Q6939	A analog device which validates public transport tickets, or devices which are integrated in systems to gain access to an area or service like public transport or parking garages
1514	tidal	Q768	Item:Q768	An area in the tidal range.
1515	plant:method=run-of-the-river	Q19705	Item:Q19705	Run-of-the-river hydroelectricity is a type of hydroelectric generation whereby little or no water storage is provided.
1516	vending=milk	Q5213	Item:Q5213	A machine vending fresh milk
1517	network=JP:prefectural	Q5082	Item:Q5082	Prefectural roads in Japan.
1518	vending=bottle_return	Q6918	Item:Q6918	Reverse vending machine for returning empty bottles
1519	emergency=phone	Q4977	Item:Q4977	Emergency telephone
1520	building=sty	Q5248	Item:Q5248	A building for raising domestic pigs.
1521	building=industrial	Q6163	Item:Q6163	A building constructed to house some manufacturing process
1522	cemetery=war_cemetery	Q19346	Item:Q19346	A war cemetery
1523	man_made=kiln	Q6388	Item:Q6388	A thermally insulated chamber used for processes such as burning, hardening, drying, or smelting
1524	cuisine=caribbean	Q21550	Item:Q21550	Caribbean cuisine.
1525	healthcare=birthing_center	Q21283	Item:Q21283	An outpatient birthing center operated primarily by midwives, where pregnant mothers in labor can deliver their babies.  – It is recommended to use the notation healthcare=birthing_centre instead.
1526	craft=stand_builder	Q6678	Item:Q6678	A workplace of a company that builds stands/booths for fairs.
1527	waterway=turning_point	Q6874	Item:Q6874	A place to turn the driving direction for vessels, where the boats are longer than the river/canal is wide.
1528	power=catenary_mast	Q6599	Item:Q6599	A pole supporting the overhead wires used to supply electricity to vehicles equipped with a pantograph such as trams and trains
1529	waterway=ditch	Q4837	Item:Q4837	A small man-made drainage waterway, usually unlined.
1530	office=travel_agent	Q6382	Item:Q6382	An office of a travel agent.
1531	sport=cycling	Q4976	Item:Q4976	The use of bicycles for sport, also called bicycling, mountain biking or biking.
1532	emergency=assembly_point	Q6790	Item:Q6790	A designated (safe) place where people can gather or must report to during an emergency or a fire drill
1533	shop=music	Q6164	Item:Q6164	A store that primarily sells recorded music (vinyl/CDs)
1534	railway:switch:heated	Q2628	Item:Q2628	
1535	generator:source=solar	Q5666	Item:Q5666	A generator which produces energy (normally electricity) from the sun.
1536	sport=gaelic_games	Q6685	Item:Q6685	Gaelic Games as played within the GAA[http://www.gaa.ie/about-the-gaa/our-games/] in Ireland, including Gaelic Football, Hurling, Ladies Gaelic Football, Camogie, Handball and Rounders
1537	tourism=guest_house	Q6561	Item:Q6561	Accommodation smaller than a hotel and typically owner-operated, such as bed&breakfasts etc.
1538	payment:v_pay	Q13013	Item:Q13013	
1539	club=automobile	Q6020	Item:Q6020	A club of car enthusiasts.
1540	attraction=animal	Q5572	Item:Q5572	A place where animals are kept in captivity, such as at a zoo.
1541	shop=deli	Q5807	Item:Q5807	A delicatessen store
1542	building:levels	Q116	Item:Q116	The number of above ground levels in a building (if there's only the ground level, this is 1), not including the levels in the roof (use roof:levels to state the number of roof levels).
1543	voltage	Q814	Item:Q814	For describing the voltage of power lines, cables, and substations.
1544	sport=cricket	Q5017	Item:Q5017	A bat-and-ball sport contested by two teams, usually of eleven players, each on a large grass Cricket pitch. Played on a large circular or oval-shaped grassy Cricket field ground.
1545	amenity=telephone	Q5027	Item:Q5027	A public telephone
1546	tunnel	Q793	Item:Q793	A tunnel is an underground passage for a road or similar.
1547	craft=grinding_mill	Q6978	Item:Q6978	A device that breaks solid materials into smaller pieces by grinding, crushing, or cutting. The aftermath is powdered product, not liquid extract like oil mill.
1548	highway=motorway	Q4980	Item:Q4980	High capacity highways designed to safely carry fast motor traffic.
1549	cuisine=german	Q21556	Item:Q21556	A place that mainly sells German food.
1550	china_class	Q1163	Item:Q1163	Indicates the class of administrative district level in a given China place.
1551	sport=australian_football	Q6816	Item:Q6816	A sport played between two teams of eighteen players on the field of either an Australian football ground, a modified cricket field, or a similarly sized sports venue.
1552	railway=yard	Q5992	Item:Q5992	A rail yard or freight station
1553	roadtrain	Q650	Item:Q650	Access permission for road train
1554	denomination=russian_orthodox	Q17070	Item:Q17070	
1555	tower:type=defensive	Q5201	Item:Q5201	Fortified defensive tower
1556	healthcare:speciality=orthodontics	Q21845	Item:Q21845	A specialiced dentist for malpositioned teeth and jaws.
1557	landuse=reservoir	Q4858	Item:Q4858	An artificial lake which may be used to store water.
1558	water=reservoir	Q5990	Item:Q5990	An artificial lake which may be used to store water. Usually formed by a dam over a natural water course.
1559	bridge:movable=tilt	Q895	Item:Q895	A tilt bridge is a type of moveable bridge which rotates about fixed endpoints.
1560	man_made=groyne	Q6552	Item:Q6552	A rigid structure built from a shoreline or riverbank that interrupts water flow and limits the movement of sediment
1561	healthcare:speciality=ophthalmology	Q21887	Item:Q21887	Medical specialty concerning the diagnosis and treatment of eye disorders.
1562	condo	Q171	Item:Q171	Use with tag:building=apartments to indicate whether the building's units are individually owned rather than rented or not.
1563	traffic_sign	Q2090	Item:Q2090	Traffic signs give instructions or provide information to road users.
1564	horse	Q342	Item:Q342	Access permission for equestrians.
1565	sport=karting	Q5311	Item:Q5311	Kart racing
1566	highway=motorway_junction	Q6344	Item:Q6344	An exit from a motorway or other major road.
1567	seamark:small_craft_facility:category=slipway	Q7297	Item:Q7297	A slipway.
1568	craft=caterer	Q5810	Item:Q5810	A workplace or office of one who prepares customized meals for takeout, or provides prepared meals or supplies to a group at social gatherings
1569	electrified	Q253	Item:Q253	Indicates infrastructure to supply vehicles with electricity, on rail tracks or highways.
1570	artist_name	Q1084	Item:Q1084	A name of an artist who created the piece of art.
1571	denomination=assemblies_of_god	Q17100	Item:Q17100	
1572	diet:raw	Q10024	Item:Q10024	
1573	office=estate_agent	Q6435	Item:Q6435	A place where you can rent or buy a house.
1574	shop=estate_agent	Q6724	Item:Q6724	A shop which sells and/or rents property
1575	denomination=uniting	Q17098	Item:Q17098	
1576	natural=bare_rock	Q6991	Item:Q6991	An area with sparse or no vegetation, so that the bedrock becomes visible
1577	natural=stone	Q4798	Item:Q4798	A single notable freestanding rock, which may differ from the composition of the terrain it lies in.
1578	route=evacuation	Q5242	Item:Q5242	Emergency evacuation routes, with direction, for various types of emergencies.
1579	advertising=billboard	Q5924	Item:Q5924	Advertising billboard (also called a hoarding) is a large outdoor advertising structure, typically found in high-traffic areas such as alongside busy roads.
1580	government=archive	Q7636	Item:Q7636	
1581	cuisine=korean	Q21564	Item:Q21564	Cuisine for the Korean peninsula, food originating throughout its history.
1582	denomination=christian_community	Q17162	Item:Q17162	
1583	access=private	Q5134	Item:Q5134	The feature is not to be used by the general public.
1584	natural=sand	Q4842	Item:Q4842	An area covered by sand with no or very little vegetation.
1585	natural=cave_entrance	Q6352	Item:Q6352	An entrance to a cave: a natural underground space large enough for a human to enter
1586	parking:condition	Q3889	Item:Q3889	Describes the legal properties of the parking.
1587	network=CA:ON:secondary	Q22115	Item:Q22115	secondary provincial routes in the Canadian province of Ontario
1588	network=CA:ON:tertiary	Q22116	Item:Q22116	tertiary provincial routes in the Canadian province of Ontario
1589	network=CA:ON:York	Q22117	Item:Q22117	regional roads in York Region, Ontario, Canada
1590	network=lt:national	Q17858	Item:Q17858	
1591	addr:neighbourhood	Q1052	Item:Q1052	
1592	addr:suburb	Q53	Item:Q53	The name of a smaller settlement or sub-division of a urban area, that is included in the address to help locate it (or distinguish it from others) within the larger settlement also included in the address.
1593	railway:ref	Q1741	Item:Q1741	Internal abbreviation of the object.
1594	ISO3166-2	Q2280	Item:Q2280	ISO 3166-2 code of a given subdivision of a country.
1595	subject:wikidata	Q4508	Item:Q4508	
1596	ref:FR:SIREN	Q871	Item:Q871	French organisation coding (INSEE)
1597	opening_date	Q1666	Item:Q1666	Expected date in the future when a construction will be finished and feature will be opened. Use YYYY-MM-DD format.
1598	ref:OnroerendErfgoed	Q2641	Item:Q2641	
1599	wheelchair	Q820	Item:Q820	Indicate if a special place can be used with wheelchairs
1600	min_age	Q1523	Item:Q1523	Minimum age for a person to enter or use a facility
1601	contact:yelp	Q8244	Item:Q8244	Identifier of a place in Yelp.com
1602	ski:nordic	Q4390	Item:Q4390	
1603	surface=tarmac	Q18702	Item:Q18702	Specifies that object is paved with tarmac.
1604	resource=aggregate	Q6155	Item:Q6155	Aggregate as a resource
1605	footway	Q286	Item:Q286	Further refinement of footways
1606	healthcare=podiatrist	Q21687	Item:Q21687	The office of a podiatrist for the treatment of disorders of the foot, ankle, and lower extremities.
1607	microbrewery=yes	Q5308	Item:Q5308	location houses a microbrewery
1608	man_made=pipeline	Q6359	Item:Q6359	A major pipeline carrying gas, water, oil, etc.
1609	railway=disused_station	Q18098	Item:Q18098	
1610	boundary=civil_parish	Q19281	Item:Q19281	
1611	junction=spui	Q16270	Item:Q16270	Single-point urban interchange.
1612	healthcare:speciality=fertility	Q21916	Item:Q21916	Medical specialty concerning treatments to achieve conceptions and pregnancies.
1613	shop=candles	Q5769	Item:Q5769	Shop focused on selling candles and candle accessories (holders, etc)
1614	lhv	Q382	Item:Q382	Access permission for Longer Heavier Vehicle
1615	shop=hobby	Q7117	Item:Q7117	Using this tag is discouraged, use a more specific type of shop=* instead.
1616	traffic_calming=island	Q6598	Item:Q6598	An island is a small area that temporarily separates two different directions of traffic.
1617	crossing_ref=zebra	Q21619	Item:Q21619	a zebra crossing
1618	shop=shoes	Q4832	Item:Q4832	A shop selling shoes
1619	payment:sunpass	Q13007	Item:Q13007	
1620	theatre:genre	Q7623	Item:Q7623	A genre of theatre.
1621	fast_food=cafeteria	Q6742	Item:Q6742	Cafeteria or canteen where you can quickly have a full meal without table service.
1622	man_made=water_works	Q6468	Item:Q6468	A facility where water is treated to make it suitable for human consumption.
1623	shop=florist	Q4785	Item:Q4785	A shop selling bouquets of flowers
1624	government=legislative	Q17305	Item:Q17305	A government legislative office
1625	government=audit	Q6168	Item:Q6168	A government institution performing financial and/or legal audit on the executive branch of power. Usually called Court of Audit, Accounts or Auditors.
1626	amenity=weighbridge	Q5680	Item:Q5680	A large weight scale to weigh vehicles and goods.
1627	memorial=stone	Q5531	Item:Q5531	Specifies a memorial as a stone.
1628	amenity=funeral_hall	Q21450	Item:Q21450	A place for holding a funeral ceremony, other than a place of worship
1629	recording	Q597	Item:Q597	This feature describes the type of recording.
1630	marker	Q2516	Item:Q2516	Shape and function of a physical spot indicating underground utility infrastructure, highway milestones or private property limits
1631	junction=ddi	Q17530	Item:Q17530	
1632	protect_class=2	Q16303	Item:Q16303	"A ""national park""ː a large natural or near natural area set aside to protect large-scale ecological processes."
1633	protect_class=3	Q16304	Item:Q16304	Natural Monument or Feature: a usually small park to protect a specific natural monument.  Will often have high visitor, cultural, or archaeological value.
1634	network=US:TX:Van_Zandt	Q22112	Item:Q22112	county roads in Van Zandt County, Texas, United States
1635	surface=tartan	Q18672	Item:Q18672	A synthetic, all-weather surface typically used in running.
1636	network=US:NY:Rockland	Q5237	Item:Q5237	County routes in Rockland County, New York, United States.
1637	esperanto	Q261	Item:Q261	Statues, streets, places and other entities that are Zamenhof-Esperanto objects
1638	language:eo	Q19361	Item:Q19361	
1639	name:eo	Q2546	Item:Q2546	Esperanto name
